@relation soybean-weka.filters.unsupervised.attribute.AddID-Cfirst-NID

@attribute ID numeric
@attribute date {april,may,june,july,august,september,october}
@attribute plant-stand {normal,lt-normal}
@attribute precip {lt-norm,norm,gt-norm}
@attribute temp {lt-norm,norm,gt-norm}
@attribute hail {yes,no}
@attribute crop-hist {diff-lst-year,same-lst-yr,same-lst-two-yrs,same-lst-sev-yrs}
@attribute area-damaged {scattered,low-areas,upper-areas,whole-field}
@attribute severity {minor,pot-severe,severe}
@attribute seed-tmt {none,fungicide,other}
@attribute germination {90-100,80-89,lt-80}
@attribute plant-growth {norm,abnorm}
@attribute leaves {norm,abnorm}
@attribute leafspots-halo {absent,yellow-halos,no-yellow-halos}
@attribute leafspots-marg {w-s-marg,no-w-s-marg,dna}
@attribute leafspot-size {lt-1/8,gt-1/8,dna}
@attribute leaf-shread {absent,present}
@attribute leaf-malf {absent,present}
@attribute leaf-mild {absent,upper-surf,lower-surf}
@attribute stem {norm,abnorm}
@attribute lodging {yes,no}
@attribute stem-cankers {absent,below-soil,above-soil,above-sec-nde}
@attribute canker-lesion {dna,brown,dk-brown-blk,tan}
@attribute fruiting-bodies {absent,present}
@attribute external-decay {absent,firm-and-dry,watery}
@attribute mycelium {absent,present}
@attribute int-discolor {none,brown,black}
@attribute sclerotia {absent,present}
@attribute fruit-pods {norm,diseased,few-present,dna}
@attribute fruit-spots {absent,colored,brown-w/blk-specks,distort,dna}
@attribute seed {norm,abnorm}
@attribute mold-growth {absent,present}
@attribute seed-discolor {absent,present}
@attribute seed-size {norm,lt-norm}
@attribute shriveling {absent,present}
@attribute roots {norm,rotted,galls-cysts}
@attribute class {diaporthe-stem-canker,charcoal-rot,rhizoctonia-root-rot,phytophthora-rot,brown-stem-rot,powdery-mildew,downy-mildew,brown-spot,bacterial-blight,bacterial-pustule,purple-seed-stain,anthracnose,phyllosticta-leaf-spot,alternarialeaf-spot,frog-eye-leaf-spot,diaporthe-pod-&-stem-blight,cyst-nematode,2-4-d-injury,herbicide-injury}

@data
444,august,normal,norm,norm,yes,same-lst-yr,scattered,pot-severe,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,diseased,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,brown-spot
445,april,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,low-areas,pot-severe,other,80-89,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
446,may,normal,norm,norm,yes,same-lst-sev-yrs,upper-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
447,june,normal,gt-norm,gt-norm,yes,same-lst-yr,whole-field,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
448,april,normal,norm,norm,yes,same-lst-two-yrs,scattered,minor,other,lt-80,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
449,may,lt-normal,gt-norm,gt-norm,no,same-lst-sev-yrs,low-areas,minor,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
450,may,normal,gt-norm,norm,yes,same-lst-yr,low-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
451,june,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
452,july,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
453,august,normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
454,september,normal,gt-norm,norm,yes,same-lst-sev-yrs,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
455,may,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
456,june,normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
457,july,normal,gt-norm,norm,yes,same-lst-two-yrs,whole-field,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
458,may,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
459,june,normal,gt-norm,norm,yes,same-lst-yr,low-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
460,july,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
461,may,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
462,june,normal,gt-norm,norm,yes,same-lst-two-yrs,whole-field,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
463,july,normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
464,may,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
465,june,normal,gt-norm,norm,yes,same-lst-sev-yrs,upper-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
466,july,normal,gt-norm,norm,yes,same-lst-two-yrs,whole-field,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
467,august,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,low-areas,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
468,september,normal,gt-norm,norm,yes,same-lst-yr,upper-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
469,may,normal,gt-norm,norm,yes,same-lst-two-yrs,whole-field,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
470,june,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
471,july,normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
472,august,normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
473,september,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
474,may,normal,gt-norm,norm,yes,same-lst-yr,low-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
475,june,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
476,july,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
477,may,normal,gt-norm,norm,yes,same-lst-yr,low-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
478,june,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
479,july,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
480,may,normal,gt-norm,norm,yes,same-lst-yr,whole-field,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
481,june,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
482,july,normal,gt-norm,norm,no,same-lst-yr,low-areas,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,bacterial-blight
483,august,lt-normal,norm,norm,yes,same-lst-two-yrs,upper-areas,minor,none,lt-80,norm,abnorm,yellow-halos,w-s-marg,lt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,bacterial-blight
484,june,lt-normal,norm,norm,yes,same-lst-yr,scattered,minor,none,lt-80,norm,abnorm,yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,bacterial-blight
485,august,normal,norm,gt-norm,yes,same-lst-sev-yrs,upper-areas,minor,none,80-89,norm,abnorm,yellow-halos,w-s-marg,lt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,bacterial-blight
486,september,lt-normal,gt-norm,norm,no,same-lst-yr,whole-field,pot-severe,fungicide,lt-80,abnorm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,bacterial-blight
487,july,normal,norm,norm,yes,same-lst-two-yrs,scattered,minor,none,90-100,abnorm,abnorm,yellow-halos,w-s-marg,lt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,bacterial-blight
488,august,normal,gt-norm,norm,no,same-lst-sev-yrs,low-areas,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,bacterial-blight
489,july,normal,gt-norm,norm,no,same-lst-yr,upper-areas,pot-severe,fungicide,80-89,abnorm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,bacterial-blight
490,august,lt-normal,norm,norm,yes,same-lst-two-yrs,whole-field,minor,none,lt-80,norm,abnorm,yellow-halos,w-s-marg,lt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,bacterial-blight
491,september,normal,gt-norm,norm,no,same-lst-sev-yrs,scattered,pot-severe,fungicide,80-89,abnorm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,bacterial-blight
492,july,normal,norm,lt-norm,no,same-lst-sev-yrs,whole-field,minor,none,80-89,norm,abnorm,yellow-halos,no-w-s-marg,lt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,abnorm,present,present,norm,absent,norm,bacterial-pustule
493,may,lt-normal,norm,norm,yes,same-lst-yr,scattered,minor,fungicide,lt-80,norm,abnorm,yellow-halos,no-w-s-marg,lt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,lt-norm,absent,rotted,bacterial-pustule
494,june,normal,norm,gt-norm,no,same-lst-two-yrs,low-areas,minor,none,80-89,norm,abnorm,no-yellow-halos,no-w-s-marg,lt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,abnorm,present,present,norm,absent,norm,bacterial-pustule
495,july,lt-normal,norm,norm,yes,same-lst-sev-yrs,upper-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,rotted,bacterial-pustule
496,june,normal,gt-norm,norm,no,same-lst-sev-yrs,low-areas,pot-severe,fungicide,80-89,norm,abnorm,yellow-halos,no-w-s-marg,lt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,abnorm,present,present,norm,absent,norm,bacterial-pustule
497,june,normal,gt-norm,norm,no,same-lst-yr,whole-field,pot-severe,none,80-89,norm,abnorm,yellow-halos,no-w-s-marg,lt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,abnorm,present,present,norm,absent,norm,bacterial-pustule
498,may,normal,norm,norm,no,same-lst-sev-yrs,low-areas,minor,fungicide,80-89,norm,abnorm,yellow-halos,w-s-marg,lt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,abnorm,present,present,lt-norm,absent,norm,bacterial-pustule
499,june,lt-normal,gt-norm,gt-norm,yes,same-lst-yr,upper-areas,pot-severe,fungicide,lt-80,norm,abnorm,yellow-halos,no-w-s-marg,lt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,rotted,bacterial-pustule
500,september,normal,norm,gt-norm,no,diff-lst-year,low-areas,minor,none,80-89,abnorm,abnorm,yellow-halos,no-w-s-marg,lt-1/8,absent,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,abnorm,present,present,norm,absent,norm,bacterial-pustule
501,june,lt-normal,gt-norm,lt-norm,yes,same-lst-yr,upper-areas,pot-severe,none,lt-80,norm,abnorm,yellow-halos,no-w-s-marg,lt-1/8,present,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,rotted,bacterial-pustule
502,september,normal,gt-norm,gt-norm,no,same-lst-two-yrs,upper-areas,minor,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,norm,no,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,norm,purple-seed-stain
503,october,normal,gt-norm,lt-norm,no,same-lst-sev-yrs,whole-field,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,norm,purple-seed-stain
504,september,normal,gt-norm,gt-norm,no,same-lst-yr,low-areas,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,norm,purple-seed-stain
505,august,normal,gt-norm,gt-norm,no,diff-lst-year,scattered,minor,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,norm,no,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,norm,purple-seed-stain
506,september,normal,gt-norm,lt-norm,yes,same-lst-yr,low-areas,minor,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,norm,purple-seed-stain
507,october,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,minor,none,lt-80,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,norm,purple-seed-stain
508,july,normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,whole-field,minor,none,80-89,norm,norm,absent,dna,dna,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,norm,purple-seed-stain
509,july,normal,gt-norm,lt-norm,yes,same-lst-sev-yrs,whole-field,minor,none,lt-80,norm,norm,absent,dna,dna,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,norm,purple-seed-stain
510,september,normal,gt-norm,gt-norm,yes,same-lst-yr,low-areas,minor,fungicide,lt-80,norm,norm,absent,dna,dna,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,norm,purple-seed-stain
511,october,normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,norm,purple-seed-stain
512,april,normal,gt-norm,norm,yes,diff-lst-year,scattered,minor,none,90-100,norm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,brown,absent,firm-and-dry,absent,none,absent,norm,absent,abnorm,absent,present,lt-norm,present,norm,anthracnose
513,june,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,minor,other,lt-80,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,brown,absent,firm-and-dry,absent,none,absent,norm,absent,abnorm,absent,present,lt-norm,present,norm,anthracnose
514,august,normal,gt-norm,norm,yes,diff-lst-year,scattered,minor,fungicide,80-89,norm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,brown,present,firm-and-dry,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,absent,lt-norm,present,norm,anthracnose
515,may,normal,gt-norm,norm,yes,diff-lst-year,scattered,minor,other,80-89,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,brown,absent,firm-and-dry,absent,none,absent,norm,absent,abnorm,absent,present,norm,present,norm,anthracnose
516,august,lt-normal,gt-norm,gt-norm,no,same-lst-yr,low-areas,pot-severe,none,90-100,norm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,no,above-sec-nde,dk-brown-blk,present,firm-and-dry,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,absent,lt-norm,absent,norm,anthracnose
517,october,normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,80-89,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,absent,lt-norm,present,norm,anthracnose
518,october,lt-normal,gt-norm,norm,yes,same-lst-yr,low-areas,pot-severe,fungicide,90-100,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,absent,lt-norm,present,norm,anthracnose
519,october,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,90-100,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,absent,lt-norm,present,norm,anthracnose
520,september,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,none,lt-80,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,absent,lt-norm,present,norm,anthracnose
521,september,normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,fungicide,90-100,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,absent,lt-norm,present,norm,anthracnose
522,august,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,fungicide,lt-80,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,diseased,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,anthracnose
523,july,lt-normal,gt-norm,gt-norm,no,same-lst-yr,low-areas,minor,fungicide,lt-80,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,no,above-sec-nde,dk-brown-blk,present,firm-and-dry,absent,none,absent,diseased,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,anthracnose
524,august,lt-normal,gt-norm,gt-norm,no,same-lst-yr,low-areas,minor,fungicide,90-100,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,no,above-sec-nde,dk-brown-blk,present,firm-and-dry,absent,none,absent,diseased,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,anthracnose
525,september,lt-normal,gt-norm,gt-norm,no,same-lst-two-yrs,upper-areas,pot-severe,none,80-89,norm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,brown,present,firm-and-dry,absent,none,absent,diseased,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,anthracnose
526,october,lt-normal,gt-norm,gt-norm,no,same-lst-sev-yrs,whole-field,minor,fungicide,lt-80,norm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,present,firm-and-dry,absent,none,absent,diseased,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,anthracnose
527,august,normal,gt-norm,norm,yes,same-lst-yr,low-areas,severe,none,90-100,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,diseased,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,anthracnose
528,september,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,fungicide,80-89,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,absent,lt-norm,present,norm,anthracnose
529,october,normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,90-100,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,absent,lt-norm,present,norm,anthracnose
530,august,lt-normal,gt-norm,norm,yes,same-lst-yr,low-areas,severe,fungicide,80-89,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,diseased,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,anthracnose
531,september,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,none,90-100,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,absent,lt-norm,present,norm,anthracnose
